,price,year,manufacturer,condition,odometer,type,group
14903,3490,2009.0,toyota,good,187652.0,sedan,1
14904,4990,2002.0,ford,excellent,147345.0,pickup,2
14905,3990,2007.0,honda,excellent,135005.0,sedan,2
14906,8990,2015.0,nissan,excellent,94390.0,sedan,1
14907,5990,2011.0,kia,like new,97740.0,sedan,2
14908,3490,2006.0,nissan,excellent,100425.0,sedan,1
14909,3990,2007.0,dodge,good,147330.0,wagon,3
14910,7490,2013.0,subaru,like new,137135.0,wagon,1
14911,3990,2012.0,ford,excellent,130951.0,sedan,2
14912,4995,2006.0,mercedes-benz,excellent,88675.0,sedan,1
14913,4490,2008.0,lincoln,excellent,123065.0,sedan,2
14914,5990,2013.0,chrysler,excellent,99188.0,sedan,3
14915,4990,2008.0,mazda,excellent,102411.0,SUV,1
14916,2490,2003.0,gmc,good,170290.0,SUV,2
14917,7490,2012.0,nissan,excellent,109959.0,SUV,1
14918,7490,2013.0,honda,excellent,115915.0,sedan,2
14919,6490,2009.0,subaru,excellent,133520.0,wagon,1
14920,3990,2003.0,toyota,excellent,111483.0,SUV,1
14921,7990,2009.0,lexus,excellent,142175.0,sedan,2
14922,4490,2013.0,dodge,excellent,122032.0,sedan,3
14923,5490,2012.0,chevrolet,excellent,165307.0,SUV,3
14925,11490,2008.0,ford,excellent,121746.0,truck,2
14926,6490,2010.0,dodge,like new,63496.0,sedan,3
14927,6490,2015.0,jeep,excellent,84462.0,SUV,2
14928,4990,2006.0,honda,excellent,135985.0,mini-van,2
14929,8990,2012.0,chrysler,excellent,82542.0,sedan,3
14930,6490,2014.0,ram,excellent,132812.0,van,1
14932,7990,2015.0,hyundai,like new,79507.0,sedan,2
14938,18800,2017.0,toyota,good,44278.0,other,1
14939,18000,2016.0,ford,good,69230.0,other,2
14947,26500,2018.0,subaru,good,37027.0,hatchback,1
14948,0,2011.0,ram,excellent,68015.0,truck,1
14949,20300,2013.0,gmc,good,66909.0,pickup,2
14956,14995,2009.0,chevrolet,excellent,94930.0,truck,3
14957,12995,2007.0,jeep,excellent,115000.0,SUV,2
14958,5995,2010.0,nissan,excellent,160350.0,SUV,1
14959,4995,2004.0,chevrolet,good,117873.0,pickup,3
14961,2800,2007.0,subaru,good,153197.0,sedan,1
14962,6995,2007.0,nissan,excellent,156500.0,SUV,1
14963,7995,2011.0,bmw,excellent,103043.0,SUV,3
14964,3995,2008.0,chrysler,good,129844.0,sedan,3
14965,6995,2010.0,nissan,excellent,93900.0,SUV,1
14966,4995,2008.0,dodge,good,126328.0,SUV,3
14967,3995,2007.0,lexus,excellent,171735.0,sedan,2
14968,4995,2007.0,jeep,good,145741.0,SUV,2
14969,5995,2007.0,gmc,good,218737.0,SUV,2
14976,5195,2006.0,subaru,excellent,180000.0,SUV,1
14978,11500,2012.0,chevrolet,excellent,121459.0,SUV,3
14982,7500,2013.0,mitsubishi,good,100875.0,SUV,1
14988,20500,2013.0,toyota,excellent,66865.0,SUV,1
14991,3995,2013.0,chevrolet,good,141875.0,sedan,3
14992,5995,2010.0,mazda,good,111732.0,SUV,1
14993,4895,2006.0,toyota,good,195100.0,SUV,1
14994,7995,2014.0,chevrolet,good,68000.0,sedan,3
14995,26995,2016.0,toyota,good,46496.0,truck,1
14996,6995,2007.0,toyota,good,193231.0,SUV,1
14997,5995,2013.0,chrysler,good,110000.0,sedan,3
14998,12995,2010.0,mercedes-benz,good,106000.0,sedan,1
14999,7995,2006.0,bmw,good,79465.0,sedan,3
15000,12900,2015.0,honda,good,43000.0,sedan,2
15001,8995,2014.0,dodge,good,108000.0,van,3
15002,7995,2010.0,bmw,good,114000.0,coupe,3
15003,6500,2012.0,chevrolet,good,101000.0,sedan,3
15004,7995,2016.0,chevrolet,good,44000.0,sedan,3
15007,18995,2010.0,mercedes-benz,good,30000.0,sedan,1
15008,4995,2006.0,toyota,good,165000.0,sedan,1
15009,5995,2006.0,bmw,good,139000.0,SUV,3
15010,8995,2017.0,mitsubishi,good,43000.0,sedan,1
15011,3995,2011.0,ford,good,122543.0,sedan,2
15012,7995,2013.0,nissan,good,76232.0,sedan,1
15013,6995,2008.0,bmw,good,125000.0,SUV,3
15014,5995,2009.0,nissan,good,125000.0,van,1
15015,5995,2009.0,honda,good,116000.0,sedan,2
15016,16995,2014.0,lexus,good,77434.0,sedan,2
15017,7995,2010.0,mitsubishi,good,43000.0,hatchback,1
15018,9995,2013.0,ford,good,123844.0,SUV,2
15019,8995,2009.0,audi,good,126000.0,sedan,3
15020,5995,2009.0,lincoln,good,148000.0,sedan,2
15021,8995,2007.0,lincoln,good,127200.0,SUV,2
15023,4995,2013.0,ford,good,140730.0,sedan,2
15024,9995,2007.0,ford,good,115232.0,SUV,2
15025,12995,2017.0,ford,good,76777.0,sedan,2
15031,8995,2013.0,infiniti,excellent,167500.0,SUV,2
15033,6995,2013.0,ford,excellent,137200.0,sedan,2
15039,0,2002.0,ford,excellent,248078.0,truck,2
15045,3100,2011.0,kia,excellent,142302.0,SUV,2
15047,5699,2014.0,chevrolet,excellent,106812.0,sedan,3
15065,14500,2012.0,nissan,good,88313.0,other,1
15066,28400,2017.0,ford,good,27522.0,coupe,2
15067,25300,2017.0,lexus,good,36082.0,sedan,2
15068,23500,2016.0,gmc,good,48942.0,pickup,2
15076,9000,2009.0,honda,good,120000.0,truck,2
15080,7490,2014.0,volkswagen,like new,80859.0,sedan,1
15081,7990,2010.0,hyundai,like new,123703.0,sedan,2
15083,12490,2008.0,ford,excellent,73165.0,pickup,2
15084,7999,2008.0,honda,excellent,102367.0,SUV,2
15090,3999,2007.0,chrysler,excellent,185797.0,SUV,3
15091,600,1998.0,ford,good,72000.0,sedan,2
15092,4999,2011.0,hyundai,excellent,149636.0,sedan,2
15093,21500,2008.0,ford,like new,96540.0,truck,2
15094,1800,2000.0,honda,fair,148581.0,hatchback,2
15095,5900,2008.0,jeep,good,97000.0,SUV,2
15100,29900,2016.0,jeep,excellent,48000.0,offroad,2
15114,21100,2017.0,toyota,good,29235.0,pickup,1
15115,25900,2015.0,bmw,good,44726.0,sedan,3
15121,19500,2011.0,ford,excellent,134873.0,pickup,2
15123,15800,2017.0,jeep,good,39454.0,other,2
15127,4950,2009.0,ford,excellent,134865.0,SUV,2
15129,13950,2010.0,chevrolet,excellent,184106.0,SUV,3
15130,25500,2014.0,bmw,good,31711.0,coupe,3
15131,2750,2007.0,ford,excellent,124660.0,sedan,2
15132,4950,2012.0,volkswagen,excellent,116845.0,sedan,1
15133,2250,2008.0,ford,excellent,151698.0,coupe,2
15134,6450,2008.0,gmc,excellent,156156.0,SUV,2
15138,4300,2007.0,ford,good,131200.0,coupe,2
15143,23700,2016.0,bmw,good,22134.0,sedan,3
15144,27800,2016.0,ford,good,37138.0,pickup,2
15145,0,2001.0,chevrolet,excellent,117639.0,truck,3
15151,15000,2010.0,chevrolet,excellent,69000.0,coupe,3
15152,6000,2012.0,hyundai,excellent,106900.0,sedan,2
15161,4499,2013.0,ford,excellent,149904.0,sedan,2
15162,8490,2015.0,jeep,like new,68610.0,SUV,2
15163,6499,2015.0,dodge,excellent,125666.0,van,3
15166,5999,2012.0,hyundai,excellent,90435.0,sedan,2
15167,4499,2005.0,toyota,excellent,142059.0,sedan,1
15168,3999,2006.0,cadillac,excellent,154399.0,sedan,3
15169,5999,2008.0,cadillac,excellent,131582.0,sedan,3
15170,5999,2009.0,honda,excellent,119595.0,sedan,2
15172,7600,2006.0,ford,excellent,74200.0,convertible,2
15174,14995,2009.0,chevrolet,excellent,94930.0,truck,3
15177,23998,2012.0,ford,excellent,159100.0,pickup,2
15179,24998,2014.0,ford,excellent,170210.0,pickup,2
15180,19900,2012.0,ford,good,130486.0,truck,2
15181,3495,1998.0,buick,good,139881.0,sedan,3
15183,7990,2015.0,chevrolet,excellent,93727.0,sedan,3
15185,6950,2012.0,ford,excellent,201395.0,SUV,2
15186,10200,2011.0,nissan,excellent,105556.0,SUV,1
15187,7490,2014.0,chevrolet,excellent,71152.0,sedan,3
15189,5995,2005.0,chevrolet,good,136000.0,SUV,3
15190,15300,2016.0,dodge,good,37461.0,other,3
15191,6995,2005.0,chevrolet,excellent,123000.0,SUV,3
15192,7995,2011.0,toyota,good,188000.0,SUV,1
15193,8995,2014.0,hyundai,excellent,67000.0,sedan,2
15194,2995,2005.0,kia,good,93000.0,sedan,2
15195,16000,2017.0,toyota,excellent,73482.0,SUV,1
15196,21500,2016.0,acura,excellent,83572.0,SUV,3
15200,10000,2011.0,jeep,excellent,126760.0,SUV,2
15203,29500,2016.0,lexus,excellent,37000.0,sedan,2
15210,21500,2018.0,chevrolet,good,4841.0,coupe,3
15211,3800,2007.0,honda,good,217000.0,coupe,2
15213,7200,2008.0,subaru,good,180000.0,wagon,1
15216,1999,2000.0,dodge,good,200000.0,pickup,3
15217,3800,2008.0,honda,good,192800.0,SUV,2
15218,5500,2008.0,chevrolet,excellent,137200.0,sedan,3
15219,3990,2010.0,hyundai,excellent,149109.0,sedan,2
15220,4000,2009.0,dodge,excellent,150417.0,SUV,3
15221,3999,2007.0,hyundai,excellent,136711.0,mini-van,2
15222,5999,2010.0,toyota,excellent,132789.0,sedan,1
15223,2799,2005.0,chevrolet,excellent,138946.0,sedan,3
15224,3499,2005.0,kia,excellent,131357.0,SUV,2
15225,3999,2004.0,ford,excellent,154201.0,SUV,2
15226,3999,2006.0,nissan,excellent,140552.0,SUV,1
15227,9250,2005.0,toyota,good,215000.0,truck,1
15231,5300,2011.0,ford,excellent,133000.0,sedan,2
15232,6450,2008.0,honda,excellent,165436.0,sedan,2
15233,5490,2013.0,dodge,excellent,100414.0,sedan,3
15234,5995,2012.0,kia,good,116000.0,coupe,2
15238,15995,2014.0,lexus,excellent,39680.0,sedan,2
15243,11995,2012.0,honda,excellent,83613.0,mini-van,2
15245,9995,2012.0,bmw,excellent,99393.0,sedan,3
15246,4495,2012.0,honda,good,151212.0,sedan,2
15247,5995,2009.0,volvo,excellent,92486.0,convertible,1
15248,5495,2010.0,cadillac,excellent,120246.0,SUV,3
15249,5495,2007.0,nissan,excellent,139771.0,SUV,1
15250,5995,2008.0,cadillac,excellent,130919.0,SUV,3
15251,6495,2009.0,acura,excellent,132010.0,sedan,3
15252,6995,2007.0,mercury,excellent,113693.0,SUV,1
15253,5995,2008.0,audi,excellent,99641.0,sedan,3
15254,9495,2015.0,ford,excellent,42041.0,sedan,2
15255,9495,2011.0,subaru,excellent,70135.0,SUV,1
15256,13995,2014.0,jeep,excellent,162807.0,SUV,2
15257,22500,2011.0,chevrolet,good,55209.0,coupe,3
15258,20200,2017.0,ford,good,30790.0,other,2
15260,26200,2018.0,toyota,good,12404.0,sedan,1
15262,0,2003.0,chevrolet,excellent,223207.0,SUV,3
15263,4490,2010.0,dodge,good,146226.0,sedan,3
15264,2000,2003.0,nissan,good,179000.0,pickup,1
15272,1600,1999.0,chevrolet,good,126000.0,van,3
15276,9975,2010.0,chevrolet,excellent,116000.0,SUV,3
15277,12995,2007.0,jeep,excellent,115000.0,SUV,2
15281,23600,2017.0,subaru,good,12109.0,wagon,1
15284,18900,2011.0,jeep,excellent,144500.0,offroad,2
15290,7990,2009.0,toyota,excellent,164997.0,SUV,1
15291,11990,2017.0,nissan,like new,38020.0,sedan,1
15292,4990,2013.0,chevrolet,excellent,141042.0,sedan,3
15293,4490,2007.0,cadillac,excellent,114938.0,sedan,3
15294,3890,2010.0,chevrolet,excellent,154585.0,sedan,3
15295,20950,2018.0,chevrolet,like new,14600.0,coupe,3
15296,4990,2004.0,toyota,like new,135773.0,SUV,1
15297,4490,2012.0,nissan,excellent,115548.0,sedan,1
15299,5990,2013.0,hyundai,excellent,137951.0,sedan,2
15300,6990,2016.0,ford,like new,70699.0,sedan,2
15303,15300,2014.0,bmw,good,87310.0,coupe,3
15304,4990,2011.0,mazda,excellent,138889.0,hatchback,1
15307,12500,2011.0,jeep,excellent,82000.0,SUV,2
15308,5990,2010.0,kia,excellent,93059.0,hatchback,2
15309,5490,2010.0,ford,excellent,161456.0,SUV,2
15310,4790,2009.0,dodge,excellent,131888.0,sedan,3
15311,7490,2013.0,chevrolet,excellent,141343.0,SUV,3
15312,6490,2012.0,kia,excellent,137740.0,SUV,2
15314,4990,2008.0,honda,excellent,141168.0,sedan,2
15315,5590,2014.0,ford,like new,97740.0,sedan,2
15316,4490,2010.0,nissan,excellent,126271.0,sedan,1
15318,3490,2004.0,ford,excellent,133319.0,SUV,2
15319,4990,2010.0,nissan,excellent,154914.0,SUV,1
15321,5490,2007.0,chevrolet,excellent,85372.0,SUV,3
15322,7490,2011.0,jeep,excellent,118838.0,sedan,2
15323,5990,2012.0,mitsubishi,excellent,108474.0,coupe,1
15324,7490,2015.0,ford,excellent,122988.0,sedan,2
15325,4490,2012.0,ford,good,134630.0,sedan,2
15326,9450,2011.0,honda,excellent,117148.0,SUV,2
15333,18200,2017.0,hyundai,good,41039.0,other,2
15342,14500,2017.0,ford,excellent,53800.0,sedan,2
15345,6999,2009.0,jaguar,excellent,127432.0,sedan,2
15346,3999,2013.0,chevrolet,excellent,152058.0,sedan,3
15347,5500,2002.0,ford,excellent,86529.0,pickup,2
15348,2999,2004.0,dodge,excellent,103295.0,sedan,3
15349,5999,2007.0,mazda,excellent,148688.0,SUV,1
15350,5995,2010.0,nissan,excellent,160350.0,SUV,1
15353,7450,2011.0,mercedes-benz,good,158000.0,sedan,1
15359,17500,2013.0,jeep,excellent,81218.0,SUV,2
15360,8000,2010.0,ford,good,146000.0,truck,2
15361,0,2015.0,rover,excellent,35111.0,SUV,1
15362,3500,1998.0,ford,good,170000.0,pickup,2
15378,19900,2003.0,ram,excellent,118000.0,pickup,1
15383,0,2010.0,jeep,excellent,58532.0,SUV,2
15384,26800,2015.0,lexus,good,30562.0,hatchback,2
15387,15300,2012.0,chevrolet,good,86190.0,other,3
15388,17100,2018.0,dodge,good,34581.0,other,3
15393,23500,2002.0,buick,fair,230000.0,SUV,3
15396,6600,2003.0,bmw,excellent,113200.0,convertible,3
15409,19900,2002.0,chevrolet,excellent,120000.0,van,3
15410,4995,2004.0,chevrolet,good,117873.0,pickup,3
15416,4995,2005.0,acura,excellent,121800.0,sedan,3
15419,2200,2001.0,jeep,good,173000.0,SUV,2
15422,6300,2013.0,ford,excellent,142000.0,sedan,2
15425,9000,2008.0,cadillac,good,150000.0,SUV,3
15427,5995,2012.0,dodge,good,150000.0,mini-van,3
15430,2400,2004.0,toyota,excellent,148155.0,coupe,1
15431,27000,2013.0,rover,good,54000.0,SUV,1
15432,3999,2012.0,chevrolet,excellent,149968.0,sedan,3
15436,6450,2005.0,chrysler,excellent,106487.0,sedan,3
15437,6450,2010.0,nissan,excellent,147988.0,SUV,1
15438,4950,2007.0,honda,excellent,137630.0,mini-van,2
15442,25000,2016.0,mercedes-benz,good,24683.0,sedan,1
15443,12300,2010.0,ford,good,97945.0,other,2
15444,26900,2015.0,toyota,good,36309.0,pickup,1
15445,15700,2016.0,hyundai,good,37634.0,coupe,2
15447,27500,2011.0,ford,excellent,140300.0,truck,2
15449,5500,2012.0,chevrolet,good,122600.0,sedan,3
15450,3800,2002.0,jaguar,excellent,103500.0,sedan,2
15451,4995,2012.0,ford,excellent,128400.0,hatchback,2
15452,4995,2008.0,toyota,excellent,134600.0,wagon,1
15453,3800,2008.0,ford,good,140200.0,SUV,2
15454,5500,2012.0,fiat,excellent,69500.0,hatchback,3
15456,16995,2018.0,jeep,excellent,11184.0,SUV,2
15457,15500,2019.0,kia,excellent,17207.0,sedan,2
15460,7000,1999.0,jeep,good,225000.0,SUV,2
15462,4999,2012.0,nissan,excellent,144549.0,sedan,1
15463,3999,2011.0,ford,excellent,136281.0,sedan,2
15464,3999,2006.0,mazda,excellent,129447.0,mini-van,1
15465,7499,2012.0,nissan,excellent,125520.0,sedan,1
15466,4999,2010.0,toyota,excellent,155933.0,sedan,1
15471,16800,2003.0,chevrolet,good,49661.0,truck,3
15472,14800,2001.0,ford,good,183830.0,truck,2
15476,5995,2008.0,pontiac,excellent,105000.0,SUV,1
15477,6995,2010.0,jeep,good,110000.0,SUV,2
15479,8950,2008.0,bmw,excellent,118553.0,sedan,3
15480,3250,2002.0,honda,excellent,148530.0,coupe,2
15481,5995,2013.0,ford,excellent,133850.0,sedan,2
15483,4999,2010.0,mazda,excellent,84799.0,coupe,1
15487,17840,2017.0,chevrolet,good,51417.0,van,3
15488,22900,2016.0,toyota,good,17608.0,pickup,1
15490,23200,2016.0,bmw,good,23220.0,coupe,3
15491,12300,2014.0,jeep,good,88623.0,other,2
15493,18840,2017.0,chevrolet,good,56844.0,van,3
15494,0,2010.0,dodge,excellent,102696.0,SUV,3
15496,25800,2017.0,lexus,good,35223.0,hatchback,2
15499,4995,2005.0,nissan,excellent,131500.0,sedan,1
15500,6000,2005.0,chevrolet,good,189000.0,truck,3
15502,4000,2009.0,chevrolet,good,143000.0,sedan,3
15505,5990,2013.0,chevrolet,excellent,143064.0,sedan,3
15506,4000,2000.0,ram,good,134910.0,van,1
15507,7990,2016.0,chevrolet,excellent,102641.0,sedan,3
15508,18400,2013.0,infiniti,good,37952.0,sedan,2
15509,6490,2012.0,buick,excellent,128989.0,sedan,3
15510,6990,2016.0,nissan,excellent,110010.0,sedan,1
15511,8990,2010.0,lexus,excellent,100585.0,sedan,2
15512,5990,2007.0,infiniti,excellent,137016.0,sedan,2
15514,23800,2017.0,ram,good,34015.0,pickup,1
15515,18700,2013.0,ford,good,58036.0,other,2
15516,19300,2016.0,ford,good,52408.0,coupe,2
15517,6990,2015.0,dodge,excellent,120282.0,SUV,3
15520,23950,2013.0,chevrolet,excellent,51000.0,truck,3
15521,3499,2007.0,honda,excellent,174226.0,mini-van,2
15522,4999,2004.0,lexus,excellent,123130.0,sedan,2
15523,5999,2008.0,audi,excellent,108156.0,sedan,3
15533,9995,2009.0,toyota,excellent,115433.0,wagon,1
15534,14995,2014.0,dodge,excellent,101656.0,SUV,3
15538,5950,2013.0,hyundai,good,154687.0,sedan,2
15541,6900,2005.0,ford,excellent,169000.0,truck,2
15543,5100,2014.0,nissan,good,92363.0,sedan,1
15552,6700,2008.0,mazda,excellent,124500.0,SUV,1
15556,7995,2012.0,mazda,excellent,128300.0,SUV,1
15557,5995,2012.0,jeep,excellent,148500.0,SUV,2
15558,5800,2011.0,hyundai,excellent,125900.0,sedan,2
15559,8700,2014.0,cadillac,excellent,121900.0,sedan,3
15560,4500,2012.0,chevrolet,excellent,159300.0,sedan,3
15561,4800,2012.0,mazda,excellent,132709.0,sedan,1
15562,6500,2005.0,jeep,good,138718.0,SUV,2
15563,5995,2010.0,gmc,excellent,168444.0,SUV,2
15564,5800,2010.0,chevrolet,excellent,149300.0,SUV,3
15565,4995,2013.0,hyundai,excellent,154939.0,sedan,2
15567,5500,2011.0,chevrolet,excellent,86184.0,sedan,3
15568,5800,2013.0,mazda,excellent,200600.0,SUV,1
15569,6500,2007.0,bmw,excellent,112349.0,SUV,3
15570,5500,2007.0,saturn,fair,160000.0,SUV,1
15573,1200,2002.0,nissan,fair,169000.0,sedan,1
15575,0,2014.0,chevrolet,excellent,105506.0,truck,3
15577,7999,2008.0,ford,like new,58886.0,convertible,2
15581,6995,2001.0,toyota,good,213124.0,truck,1
15582,13555,2010.0,ford,like new,26933.0,van,2
15584,0,2011.0,toyota,excellent,97922.0,SUV,1
15587,23998,2012.0,ford,excellent,159100.0,pickup,2
15589,24998,2014.0,ford,excellent,170210.0,pickup,2
15591,3999,2007.0,chrysler,excellent,121625.0,hatchback,3
15593,3000,2000.0,toyota,good,238000.0,pickup,1
15598,22500,2013.0,rover,good,34371.0,other,1
15599,25200,2018.0,toyota,good,4373.0,sedan,1
15600,23400,2017.0,toyota,good,13951.0,pickup,1
15602,0,2011.0,lincoln,excellent,47127.0,SUV,2
15605,14700,2014.0,ford,good,65047.0,coupe,2
15606,2800,2005.0,acura,excellent,162292.0,coupe,3
15609,3450,2011.0,chevrolet,good,197123.0,sedan,3
15610,2350,2001.0,chevrolet,good,155949.0,van,3
15612,1999,2001.0,toyota,good,237032.0,sedan,1
15614,9000,2015.0,toyota,excellent,146000.0,sedan,1
15621,2800,2007.0,subaru,good,153197.0,sedan,1
15623,3499,2007.0,hyundai,good,144742.0,sedan,2
15625,12000,2001.0,chevrolet,excellent,109000.0,SUV,3
15627,1950,2004.0,toyota,excellent,222700.0,coupe,1
15628,13550,2010.0,mercedes-benz,excellent,79714.0,coupe,1
15631,10900,2010.0,toyota,good,112781.0,SUV,1
15641,11900,2011.0,honda,good,114479.0,SUV,2
15642,6300,2006.0,honda,good,156680.0,SUV,2
15643,7950,2007.0,chevrolet,good,211445.0,truck,3
15645,17500,2017.0,gmc,good,15163.0,other,2
15647,17500,2015.0,chevrolet,good,72751.0,other,3
15648,26200,2017.0,dodge,good,44619.0,sedan,3
15649,13250,2014.0,volkswagen,like new,32200.0,sedan,1
15652,27998,2015.0,ford,excellent,154875.0,pickup,2
15656,5995,2005.0,toyota,good,231499.0,SUV,1
15657,8995,2012.0,honda,excellent,112713.0,sedan,2
15658,10995,2007.0,chevrolet,good,162999.0,SUV,3
15660,13995,2011.0,jeep,good,150487.0,offroad,2
15661,7995,2005.0,chevrolet,good,138966.0,SUV,3
15662,3995,2008.0,chrysler,good,129844.0,sedan,3
15663,6995,2011.0,kia,fair,75383.0,sedan,2
15664,11995,2012.0,chevrolet,good,163100.0,SUV,3
15665,6995,2009.0,honda,good,162664.0,sedan,2
15666,6995,2014.0,volkswagen,like new,167498.0,sedan,1
15668,4995,2002.0,honda,good,160954.0,hatchback,2
15670,8600,2013.0,kia,good,110367.0,SUV,2
15671,9650,2015.0,kia,excellent,101324.0,sedan,2
15672,10995,2014.0,kia,excellent,94461.0,SUV,2
15673,8995,2012.0,gmc,excellent,129761.0,SUV,2
15674,6500,2009.0,ford,excellent,86860.0,SUV,2
15675,5995,2004.0,gmc,good,195085.0,SUV,2
15677,18995,2006.0,gmc,good,198557.0,truck,2
15678,8995,2010.0,subaru,good,140374.0,sedan,1
15679,12995,2006.0,chevrolet,like new,107500.0,truck,3
15680,5995,2004.0,bmw,excellent,162538.0,SUV,3
15682,6995,2010.0,nissan,excellent,93900.0,SUV,1
15686,9500,2013.0,mini,like new,76000.0,hatchback,1
15687,5699,2005.0,bmw,excellent,95599.0,sedan,3
15688,4499,2005.0,toyota,excellent,111240.0,hatchback,1
15693,4995,2008.0,dodge,good,126328.0,SUV,3
15696,0,2010.0,toyota,excellent,122280.0,SUV,1
15698,3800,2007.0,toyota,excellent,229000.0,sedan,1
15702,6995,2007.0,nissan,excellent,156500.0,SUV,1
15703,7995,2011.0,bmw,excellent,103043.0,SUV,3
15704,3995,2007.0,lexus,excellent,171735.0,sedan,2
15705,4995,2007.0,jeep,good,145741.0,SUV,2
15706,5995,2007.0,gmc,good,218737.0,SUV,2
15711,8490,2012.0,dodge,excellent,120260.0,sedan,3
15712,4490,2013.0,dodge,excellent,113519.0,sedan,3
15714,5999,2004.0,ford,excellent,185500.0,truck,2
15715,5490,2010.0,mazda,excellent,87637.0,sedan,1
15716,6990,2013.0,ford,excellent,135820.0,SUV,2
15717,4790,2011.0,ford,good,151059.0,sedan,2
15718,7490,2010.0,chevrolet,excellent,136844.0,SUV,3
15719,8490,2012.0,chevrolet,like new,119137.0,SUV,3
15720,8990,2011.0,ford,excellent,161688.0,SUV,2
15722,5490,2010.0,nissan,excellent,141455.0,SUV,1
15727,24500,2016.0,chevrolet,good,18513.0,sedan,3
15728,21500,2018.0,toyota,good,42202.0,mini-van,1
15729,24800,2018.0,ford,good,40949.0,other,2
15730,27000,2016.0,gmc,good,5749.0,pickup,2
15731,0,2012.0,chevrolet,excellent,105308.0,truck,3
15732,4990,2007.0,dodge,excellent,132889.0,SUV,3
15733,17000,2013.0,infiniti,good,61000.0,coupe,2
15738,4900,2010.0,hyundai,good,104000.0,sedan,2
15740,5500,2009.0,ford,good,154944.0,SUV,2
15741,7500,2012.0,honda,excellent,156848.0,sedan,2
15751,7500,2010.0,mercedes-benz,like new,128000.0,sedan,1
15753,7400,2011.0,chevrolet,good,123600.0,coupe,3
15754,3995,2002.0,lexus,good,159281.0,sedan,2
15757,2250,2005.0,ford,good,167000.0,SUV,2
15759,3999,2006.0,kia,excellent,90574.0,mini-van,2
15760,4499,2010.0,lincoln,excellent,131592.0,sedan,2
15762,2799,2004.0,volvo,excellent,171007.0,wagon,1
15768,7490,2013.0,nissan,excellent,120902.0,wagon,1
15769,7490,2011.0,bmw,excellent,144767.0,sedan,3
15770,6690,2013.0,nissan,excellent,105546.0,coupe,1
15771,6990,2013.0,ford,like new,108901.0,sedan,2
15772,4490,2011.0,honda,excellent,151000.0,sedan,2
15774,14995,2009.0,chevrolet,excellent,52827.0,truck,3
15775,4490,2013.0,mazda,excellent,112066.0,wagon,1
15776,5490,2006.0,infiniti,excellent,147269.0,SUV,2
15777,4990,2004.0,toyota,like new,135773.0,SUV,1
15778,12500,2003.0,toyota,excellent,165000.0,pickup,1
15779,5299,2006.0,honda,like new,142000.0,SUV,2
15782,3490,2007.0,chrysler,excellent,84305.0,wagon,3
15783,3990,2012.0,chevrolet,excellent,126225.0,sedan,3
15784,4990,2010.0,volkswagen,excellent,137358.0,mini-van,1
15788,7990,2011.0,gmc,excellent,117388.0,SUV,2
15789,3990,2005.0,ford,good,225175.0,pickup,2
15790,5995,2011.0,hyundai,excellent,151109.0,SUV,2
15794,8990,2015.0,toyota,excellent,93984.0,sedan,1
15796,2750,2007.0,nissan,excellent,166000.0,hatchback,1
15797,2100,1999.0,ford,good,139000.0,sedan,2
15798,5890,2008.0,toyota,excellent,142000.0,SUV,1
15800,6499,2012.0,jeep,excellent,107996.0,SUV,2
15801,5499,2009.0,nissan,excellent,149405.0,SUV,1
15802,9600,2017.0,chevrolet,excellent,67000.0,hatchback,3
15805,28500,2016.0,chevrolet,good,17097.0,pickup,3
15806,26200,2016.0,bmw,good,38059.0,coupe,3
15807,16700,2016.0,gmc,good,65007.0,other,2
15808,13100,2015.0,honda,good,74434.0,coupe,2
15817,19995,2019.0,kia,excellent,40140.0,SUV,2
15818,13995,2018.0,nissan,excellent,22639.0,sedan,1
15820,27998,2015.0,ford,excellent,154875.0,pickup,2
15823,27998,2014.0,ford,excellent,170210.0,pickup,2
15840,3500,1998.0,ford,good,170000.0,pickup,2
15850,9995,2016.0,nissan,excellent,23500.0,sedan,1
15851,0,2012.0,ford,excellent,105319.0,SUV,2
15852,26000,2016.0,mercedes-benz,good,24775.0,sedan,1
15853,16700,2017.0,buick,good,20892.0,other,3
15854,14500,2016.0,hyundai,good,22752.0,coupe,2
15855,27900,2019.0,ram,good,21655.0,pickup,1
15856,2450,2003.0,mazda,excellent,190000.0,coupe,1
15858,800,2006.0,ford,fair,137060.0,SUV,2
15860,7995,2015.0,volkswagen,excellent,66166.0,sedan,1
15862,14995,2015.0,mercedes-benz,excellent,75193.0,SUV,1
15863,7995,2016.0,nissan,excellent,72775.0,hatchback,1
15864,6995,2007.0,nissan,excellent,156500.0,SUV,1
15868,8200,2013.0,hyundai,excellent,117225.0,sedan,2
15870,29500,2014.0,rover,excellent,65346.0,SUV,1
15872,6995,2011.0,ford,good,133000.0,sedan,2
15873,0,2014.0,chevrolet,excellent,66633.0,truck,3
15874,3650,2006.0,nissan,good,149011.0,sedan,1
15875,1995,2007.0,ford,good,145000.0,sedan,2
15876,1995,2003.0,buick,good,212047.0,sedan,3
15877,2250,2003.0,honda,good,169000.0,mini-van,2
15879,2750,2007.0,dodge,good,173000.0,sedan,3
15881,0,2013.0,cadillac,excellent,87688.0,SUV,3
15890,0,2012.0,ford,excellent,51714.0,coupe,2
15892,17500,2015.0,ford,good,67634.0,other,2
